생산일자,공정,품목코드,생산수량
2026-03-31,접착,P5413A-02.75,1970
2026-03-31,접착,P5413A-02.50,1815
2026-03-31,누수,P1026A-03.75,2440
2026-03-31,누수,P5413A-04.75,2710
2026-03-31,누수,P5424A-03.75,2410
2026-03-31,누수,P5413A-03.75,1820
2026-03-31,접착,P5413A-02.25,2025
2026-03-31,접착,P5413A-04.75,1715
2026-03-31,접착,P5413A-02.75,1640
2026-03-31,접착,P5413A-02.50,2335
2026-03-31,누수,P5413A+04.50,1765
2026-03-31,접착,P5413A-03.75,1835
2026-03-31,누수,P5424A-04.75,2325
2026-03-31,누수,P5413A-04.50,2335
2026-03-31,누수,P3405A-00.00SPC,1560
2026-03-31,누수,P0510A-02.75,2350
2026-03-31,누수,P0510A-02.75,1975
2026-03-31,누수,P0510A-04.50,2420
2026-03-31,누수,P5424A-04.50,2430
2026-03-31,누수,P5413A-02.50,1945
2026-03-31,누수,P5413A-03.50,2520
2026-03-31,누수,P5413A-04.75,2590
2026-03-31,누수,P5413A-04.50,1890
2026-03-31,접착,P5413A-04.00,2140
2026-03-31,누수,P5419A+01.75+1.00,1005
2026-03-31,하이드,P1026A-02.75,2184
2026-03-31,하이드,P3405A-00.00SPC,1070
2026-03-31,하이드,P5405A-05.75-0.75180,411
2026-03-31,하이드,P3408A-00.00BRW,1404
2026-03-31,하이드,P3408A-00.00BRW,1786
2026-03-31,하이드,P1026A-04.75,2545
2026-03-31,누수,P5424A-03.75,2435
2026-03-31,누수,P5424A-03.50,2070
2026-03-31,누수,P5424A-02.50,2375
2026-03-31,누수,P5424A-02.50,2175
2026-03-31,누수,P5416A-07.50+2.50,2125
2026-03-31,누수,P5419A+00.75+1.50,1150
2026-03-31,접착,P5419A-06.00+2.50,1455
2026-03-31,누수,P5424A-04.50,1685
2026-03-31,접착,P5419A+05.00+1.50,1085
2026-03-31,접착,P5424A-04.50,1690
2026-03-31,접착,P5424A-02.50,2360
2026-03-31,접착,P1026A-02.50,2170
2026-03-31,접착,P1026A-04.75,2530
2026-03-31,접착,P1025A-02.50+1.00,1410
2026-03-31,접착,P1026A-04.00,2790
2026-03-31,접착,P1026A-02.75,2170
2026-03-31,접착,P1026A-04.50,2455
2026-03-31,접착,P5424A-03.75,2415
2026-03-31,접착,P5419A-09.50+2.00,1205
2026-03-31,하이드,P5405A-00.75-0.75180,2441
2026-03-31,누수,P0510A-02.75,2235
2026-03-31,누수,P1026A-04.50,2455
2026-03-31,누수,P1026A-03.75,2440
2026-03-31,누수,P5413A-03.75,1745
2026-03-31,누수,P5424A-02.50,2320
2026-03-31,누수,P5413A-02.25,2100
2026-03-31,누수,P5424A-03.75,2400
2026-03-31,누수,P5416A-07.00+2.50,2010
2026-03-31,하이드,P3408A-00.00BRW,1746
2026-03-31,접착,P5419A-08.50+1.00,1220
2026-03-31,하이드,P3408A-00.00BRW,1740
2026-03-31,하이드,P3408A-00.00BRW,1788
2026-03-31,하이드,P3408A-00.00BRW,1774
2026-03-31,하이드,P3408A-00.00BRW,1713
2026-03-31,하이드,P3405A-00.00SPC,1658
2026-03-31,하이드,P3405A-00.00SPC,1907
2026-03-31,하이드,P3405A-00.00SPC,1781
2026-03-31,접착,P5413A-04.50,2430
2026-03-31,누수,P5424A-03.75,2295
2026-03-31,하이드,P1026A-04.75,2618
2026-03-31,접착,P5424A-04.75,1660
2026-03-31,접착,P1026A-04.75,2670
2026-03-31,접착,P1026A-04.75,2695
2026-03-31,접착,P5416A-03.50+2.50,1860
2026-03-31,접착,P5423A-10.00,2305
2026-03-31,접착,P5419A-07.00+2.50,1480
2026-03-31,접착,P5416A-08.50+1.50,2120
2026-03-31,접착,P1026A-04.75,2400
2026-03-31,하이드,P3408A-00.00BRW,1801
2026-03-31,하이드,P3405A-00.00SPC,1105
2026-03-31,하이드,P3405A-00.00SPC,1748
2026-03-31,접착,P1026A-02.25,2020
2026-03-31,하이드,P3408A-00.00BRW,1560
2026-03-31,하이드,P3408A-00.00BRW,1760
2026-03-31,접착,P3405A-00.00SPC,1020
2026-03-31,접착,P1026A-04.50,2345
2026-03-31,접착,P5416A-07.00+2.50,2010
2026-03-31,접착,P5416A-04.00+2.50,1900
2026-03-31,접착,P5423A-07.00,1285
2026-03-31,하이드,P3405A-00.00SPC,864
2026-03-31,누수,P5416A-08.00+2.50,2075
2026-03-31,누수,P5416A-06.50+2.50,1835
2026-03-31,접착,P5424A-02.25,1580
2026-03-31,접착,P1026A-04.50,2415
2026-03-31,접착,P5419A+05.25+2.50,765
2026-03-31,접착,P5424A-03.50,1610
2026-03-31,접착,P5423A-09.50,2385
2026-03-31,접착,P5405A-05.25-1.75180,2160
2026-03-31,하이드,P3408A-00.00BRW,1765
2026-03-31,하이드,P3408A-00.00BRW,1660
2026-03-31,하이드,P3405A-00.00SPC,1189
2026-03-31,접착,P5413A-03.75,2230
2026-03-31,접착,P5424A-02.75,2215
2026-03-31,접착,P1026A-02.75,1895
2026-03-31,접착,P5424A-02.50,2325
2026-03-31,접착,P5424A-04.75,2355
2026-03-31,접착,P5424A-02.50,2160
2026-03-31,하이드,P5405A-05.25-1.25180,1365
2026-03-31,접착,P3408A-00.00BRW,1245
2026-03-31,접착,P3408A-00.00BRW,1730
2026-03-31,접착,P3408A-00.00BRW,1745
2026-03-31,접착,P3405A-00.00SPC,1390
2026-03-31,접착,P3405A-00.00SPC,890
2026-03-31,접착,P3408A-00.00BRW,1295
2026-03-31,접착,P3405A-00.00SPC,1245
2026-03-31,접착,P3408A-00.00BRW,1480
2026-03-31,접착,P3405A-00.00SPC,1605
2026-03-31,분리,Q3408-00.00BRW,1750
2026-03-31,분리,Q3405-00.00SPC,901
2026-03-31,접착,P1026A+05.00,1760
2026-03-31,분리,Q3408-00.00BRW,1626
2026-03-31,분리,Q3408-00.00BRW,1807
2026-03-31,분리,Q3405-00.00SPC,1751
2026-03-31,분리,Q3405-00.00SPC,1579
2026-03-31,하이드,P5405A-05.25-1.75180,1680
2026-03-31,하이드,P5405A-05.25-1.75180,1422
2026-03-31,하이드,P5405A-05.75-1.25160,417
2026-03-31,하이드,P5405A-05.25-1.25180,1438
2026-03-31,하이드,P5405A-05.75-1.25180,958
2026-03-31,분리,Q1026-02.50,2406
2026-03-31,하이드,P5405A-05.25-1.75180,1744
2026-03-31,하이드,P5419A+03.00+1.00,1059
2026-03-31,하이드,P5405A-05.25-1.75180,1271
2026-03-31,하이드,P5405A-05.25-1.75180,2259
2026-03-31,분리,Q1026-02.50,2287
2026-03-31,분리,Q1026-03.75,2446
2026-03-31,분리,Q1026-02.50,2456
2026-03-31,하이드,P5405A-05.75-1.25180,1358
2026-03-31,하이드,P5405A-05.25-1.75180,1390
2026-03-31,하이드,P5405A-05.00-1.25150,1756
2026-03-31,분리,Q1026-02.50,2266
2026-03-31,분리,Q1026-03.75,2475
2026-03-31,분리,Q1026-03.75,2472
2026-03-31,분리,Q1026-03.75,2456
2026-03-31,분리,Q1026-02.50,2500
2026-03-31,분리,Q1026-02.50,2430
2026-03-31,분리,Q5405-06.00-1.75180,374
2026-03-31,분리,Q3405-00.00SPC,955
2026-03-31,접착,P3405A-00.00SPC,1060
2026-03-31,접착,P3405A-00.00SPC,1270
2026-03-31,하이드,P5405A-00.75-1.25180,1760
2026-03-31,하이드,P5405A-05.25-1.75180,2268
2026-03-31,사출,R1026-03.75,2653
2026-03-31,접착,P1026A-02.25,2175
2026-03-31,분리,Q5405-01.75-0.75080,379
2026-03-31,분리,Q5405-06.50-1.25180,366
2026-03-31,분리,Q5405-06.50-2.25020,352
2026-03-31,하이드,P5405A-05.75-1.25020,258
2026-03-31,분리,Q3408-00.00BRW,1549
2026-03-31,분리,Q3408-00.00BRW,1765
2026-03-31,분리,Q3405-00.00SPC,1259
2026-03-31,분리,Q3405-00.00SPC,1406
2026-03-31,하이드,P5405A-05.25-1.75090,257
2026-03-31,하이드,P5405A-00.25-0.75140,206
2026-03-31,하이드,P5405A-05.25-1.75180,932
2026-03-31,분리,Q1026-02.50,2500
2026-03-31,분리,Q1026-03.75,2481
2026-03-31,사출,R1026-04.00,2807
2026-03-31,사출,R1026-03.75,2622
2026-03-31,분리,Q3408-00.00BRW,1665
2026-03-31,분리,Q3405-00.00SPC,1858
2026-03-31,분리,Q3408-00.00BRW,785
2026-03-31,사출,R3405-00.00SPC,1585
2026-03-31,사출,R1026-02.50,2489
2026-03-31,사출,R1026-03.75,2643
2026-03-31,사출,R1026-04.00,3486
2026-03-31,사출,R1026-02.50,2654
2026-03-31,분리,Q3408-00.00BRW,1584
2026-03-31,분리,Q3408-00.00BRW,1789
2026-03-31,분리,Q3405-00.00SPC,1687
2026-03-31,분리,Q3405-00.00SPC,1424
2026-03-31,사출,R3405-00.00SPC,1471
2026-03-31,사출,R3405-00.00SPC,1763
2026-03-31,분리,Q3408-00.00BRW,543
2026-03-31,분리,Q3408-00.00BRW,595
2026-03-31,분리,Q5405-01.25-0.75180,368
2026-03-31,분리,Q5405-06.50-2.25170,420
2026-03-31,사출,R1026-03.75,2652
2026-03-31,하이드,P5405A-05.75-1.75020,375
2026-03-31,분리,Q1026-03.75,2455
2026-03-31,분리,Q1026-03.75,2464
2026-03-31,사출,R3405-00.00SPC,1539
2026-03-31,분리,Q3405-00.00SPC,1515
2026-03-31,사출,R3405-00.00SPC,1662
2026-03-31,사출,R3405-00.00SPC,1718
2026-03-31,사출,R3405-00.00SPC,1777
2026-03-31,사출,R1026-02.50,2592
2026-03-31,사출,R1026-02.75,2687
2026-03-31,사출,R1026-04.00,2744
2026-03-31,분리,Q1026-02.75,2580
2026-03-31,하이드,P5405A-05.25-1.75180,1553
2026-03-31,하이드,P5405A-05.25-0.75180,1231
2026-03-31,하이드,P5405A-05.75-0.75180,1897
2026-03-31,분리,Q1026-02.50,2390
2026-03-31,분리,Q3405-00.00SPC,1916
2026-03-31,분리,Q3405-00.00SPC,1393
2026-03-31,사출,R3405-00.00SPC,1705
2026-03-31,사출,R3405-00.00SPC,1819
2026-03-31,사출,R3405-00.00SPC,1443
2026-03-31,하이드,P5405A-07.50-2.25090,591
2026-03-31,분리,Q3408-00.00BRW,676
2026-03-31,사출,R3405-00.00SPC,1421
2026-03-31,사출,R3408-00.00BRW,1980
2026-03-31,사출,R3408-00.00BRW,871
2026-03-31,분리,Q3407-01.75ASG,926
2026-03-31,하이드,P5405A-05.25-1.75180,2173
2026-03-31,하이드,P5405A-05.75-1.75090,1455
2026-03-31,하이드,P5405A-05.00-0.75150,1195
2026-03-31,분리,Q1026-02.50,2219
2026-03-31,분리,Q1026-03.75,2450
2026-03-31,분리,Q1026-03.75,2433
2026-03-31,사출,R3405-00.00SPC,1296
2026-03-31,분리,Q3408-00.00BRW,1579
2026-03-31,분리,Q3405-00.00SPC,1189
2026-03-31,분리,Q3405-00.00SPC,1163
2026-03-31,분리,Q3405-00.00SPC,1374
2026-03-31,분리,Q5405-02.25-0.75090,436
2026-03-31,분리,Q3405-00.00SPC,1325
2026-03-31,분리,Q5405-03.00-2.25180,418
2026-03-31,분리,Q5405-03.00-2.25180,406
2026-03-31,사출,R1026-04.75,3832
2026-03-31,사출,R3405-02.25SPC,1866
2026-03-31,사출,R3405-02.75SPC,1999
2026-03-31,분리,Q5405-00.50-2.25010,456
2026-03-31,사출,R3407-02.25ASG,1179
2026-03-31,사출,R3407-02.25ASG,0
2026-03-31,사출,R3407-02.50ASG,1218
2026-03-31,하이드,P5405A-05.25-0.75180,1350
2026-03-31,하이드,P5405A-05.25-0.75150,966
2026-03-31,하이드,P5405A-05.75-1.25170,578
2026-03-31,하이드,P5405A-05.25-1.75180,1784
2026-03-31,하이드,P5405A-05.25-1.75180,1442
2026-03-31,분리,Q1026-03.75,2456
2026-03-31,분리,Q1026-03.75,2431
2026-03-31,분리,Q5405-06.00-1.75180,297
2026-03-31,분리,Q5405-03.25-1.25170,332
2026-03-31,사출,R1026-02.50,2468
2026-03-31,사출,R1026-03.75,2672
2026-03-31,사출,R1026-03.50,3567
2026-03-31,사출,R1026-03.75,2667
2026-03-31,사출,R1026-03.75,2649
2026-03-31,사출,R1026-02.75,3253
2026-03-31,사출,R1026-02.50,2702
2026-03-31,사출,R1026-02.50,2625
2026-03-31,사출,R3405-00.00SPC,1303
2026-03-31,사출,R3405-00.00SPC,1424
2026-03-31,사출,R3405-00.00SPC,1209
2026-03-31,사출,R3405-00.00SPC,1764
2026-03-31,분리,Q3408-00.00BRW,673
2026-03-31,사출,R3408-00.00BRW,1980
2026-03-31,사출,R1026-02.50,2421
2026-03-31,사출,R1026-03.75,2647
2026-03-31,사출,R1026-03.75,2624
2026-03-31,사출,R1026-02.25,3241
2026-03-31,사출,R1026-02.75,3259
2026-03-31,사출,R3405-00.00SPC,1569
2026-03-31,사출,R3405-00.00SPC,1566
2026-03-31,사출,R3405-00.00SPC,1197
2026-03-31,사출,R3405-02.75SPC,1857
2026-03-31,사출,R3408-00.00BRW,1980
2026-03-31,분리,Q3407-02.25ASG,1092
2026-03-31,분리,Q3407-02.00ASG,1070
2026-03-31,사출,R3405-03.00SPC,1898
2026-03-31,사출,R3405-02.50SPC,1730
2026-03-31,사출,R3405-02.50SPC,2000
2026-03-31,분리,Q3408-00.00BRW,728
2026-03-31,사출,R3408-00.00BRW,864
2026-03-31,사출,R1026-03.50,3566
2026-03-31,사출,R1026-02.50,2600
2026-03-31,사출,R3405-00.00SPC,1929
2026-03-31,하이드,P5405A-05.25-1.75180,2237
2026-03-31,하이드,P5405A-05.25-1.75180,2262
2026-03-31,사출,R3408-00.00BRW,1980
2026-03-31,사출,R3408-00.00BRW,703
2026-03-31,사출,R3408-00.00BRW,873
2026-03-31,사출,R3408-00.00BRW,820
2026-03-31,분리,Q3407-02.25ASG,962
2026-03-31,분리,Q3407-02.50ASG,1137
2026-03-31,사출,R3405-00.00SPC,1587
2026-03-31,사출,R3405-00.00SPC,1723
2026-03-31,사출,R3405-02.25SPC,1873
2026-03-31,분리,Q3408-00.00BRW,542
2026-03-31,사출,R3405-00.00SPC,1824
2026-03-31,사출,R3405-00.00SPC,1171
2026-03-31,사출,R3405-00.00SPC,1882
2026-03-31,사출,R3405-00.00SPC,1918
2026-03-31,하이드,P5405A-05.25-1.25180,1769
2026-03-31,하이드,P5405A-02.50-0.75070,396
2026-03-31,사출,R3408-00.00BRW,1980
2026-03-31,사출,R3408-00.00BRW,1980
2026-03-31,사출,R3408-00.00BRW,870
2026-03-31,사출,R3405-00.00SPC,1648
2026-03-31,사출,R3405-00.00SPC,1327
2026-03-31,사출,R3405-00.00SPC,1372
2026-03-31,사출,R3405-00.00SPC,1647
2026-03-31,사출,R1026-02.25,2697
2026-03-31,사출,R1026-02.75,2736
2026-03-31,사출,R1026-02.50,2702
2026-03-31,사출,R1026-03.75,2678
2026-03-31,분리,Q1026-04.00,2443
2026-03-31,분리,Q1026-02.75,2915
2026-03-31,사출,R1026-02.75,3238
2026-03-31,사출,R3408-00.00BRW,1980
2026-03-31,사출,R3408-00.00BRW,1980
2026-03-31,사출,R3408-00.00BRW,0
2026-03-31,분리,Q3407-02.00ASG,1103
2026-03-31,접착,P5413A-04.50,1890
2026-03-31,접착,P5413A-03.75,1960
2026-03-31,분리,Q3405-00.00SPC,1111
2026-03-31,분리,Q3405-00.00SPC,884
2026-03-31,분리,Q1026-04.50,2426
2026-03-31,분리,Q1026-04.50,2448
2026-03-31,분리,Q3405-00.00SPC,1226
2026-03-31,접착,P5413A-02.75,2005
2026-03-31,접착,P5170A-03.00,2140
2026-03-31,분리,Q3405-00.00SPC,904
2026-03-31,접착,P5413A-04.50,2450
2026-03-31,접착,P5170A-03.50,1955
2026-03-31,분리,Q1026-04.50,2488
2026-03-31,접착,P5413A-04.00,1925
2026-03-31,접착,P5413A-04.50,2205
2026-03-31,분리,Q3405-00.00SPC,1439
2026-03-31,사출,R1026-03.75,2658
2026-03-31,분리,Q3405-00.00SPC,1203
2026-03-31,사출,R1026-04.50,2605
2026-03-31,사출,R1026-04.50,2628
2026-03-31,분리,Q5405-01.25-0.75180,414
2026-03-31,분리,Q5405-03.00-0.75170,336
2026-03-31,분리,Q5405-00.75-0.75090,367
2026-03-31,사출,R3407-02.00ASG,1222
2026-03-31,사출,R1026-04.50,2671
2026-03-31,사출,R3407-01.75ASG,1231
2026-03-31,분리,Q3405-00.00SPC,1398
2026-03-31,분리,Q3405-00.00SPC,1286
2026-03-31,분리,Q1026-04.50,2438
2026-03-31,분리,Q1026-04.50,2466
2026-03-31,분리,Q3405-00.00SPC,1553
2026-03-31,분리,Q3405-00.00SPC,929
2026-03-31,분리,Q3405-00.00SPC,950
2026-03-31,분리,Q5405-01.25-0.75180,345
2026-03-31,분리,Q5405-06.00-0.75170,333
2026-03-31,분리,Q5405-02.75-0.75180,355
2026-03-31,사출,R1026-04.50,2617
2026-03-31,사출,R1026-04.50,2647
2026-03-31,분리,Q3405-03.00SPC,1674
2026-03-31,사출,R3408-00.00BRW,865
2026-03-31,사출,R3405-03.00SPC,1947
2026-03-31,분리,Q3405-00.00SPC,1363
2026-03-31,분리,Q5405-03.00-2.25180,354
2026-03-31,분리,Q3405-00.00SPC,1561
2026-03-31,사출,R1026-04.75,3807
2026-03-31,사출,R1026-04.75,3824
2026-03-31,사출,R3407-02.00ASG,0
2026-03-31,접착,P5424A-04.50,1885
2026-03-31,사출,R3407-02.00ASG,1215
2026-03-31,사출,R3407-02.25ASG,1223
2026-03-31,하이드,P5405A-05.25-1.25020,430
2026-03-31,하이드,P5405A-05.75-0.75010,290
2026-03-31,하이드,P5405A-05.25-1.75180,2107
2026-03-31,하이드,P5405A-05.25-2.25090,568
2026-03-31,하이드,P5405A-05.25-0.75180,1626
2026-03-31,하이드,P5405A-05.75-0.75180,1932
2026-03-31,분리,Q1026-02.75,2680
2026-03-31,접착,P5424A-02.50,2095
2026-03-31,분리,Q1026-02.75,2893
2026-03-31,사출,R3405-00.00SPC,1656
2026-03-31,사출,R3405-00.00SPC,2014
2026-03-31,하이드,P5405A-05.25-1.25180,1770
2026-03-31,하이드,P5405A-05.25-1.75180,1580
2026-03-31,하이드,P5405A-00.50-1.25180,330
2026-04-01,분리,Q5419+03.75+2.00,350
2026-04-01,분리,Q5419-06.00+1.50,505
2026-04-01,접착,P5405A-05.25-1.75180,1260
2026-04-01,분리,Q5419-04.00+2.00,444
2026-04-01,접착,P1052A-01.00-1.75180,10
2026-04-01,분리,Q5419-03.50+2.00,533
2026-04-01,분리,Q5419+03.50+1.00,485
2026-04-01,접착,P5405A-05.25-1.75180,1495
2026-04-01,접착,P5405A-05.25-1.25180,1745
2026-04-01,누수,P5405A-05.25-1.25180,1745
2026-04-01,접착,P5419A+03.00+1.00,1045
2026-04-01,누수,P5419A+03.00+1.00,1045
2026-04-01,접착,P5405A-05.25-1.75180,1675
2026-04-01,접착,P5405A-05.25-1.75180,1735
2026-04-01,누수,P5405A-05.25-1.75180,2090
2026-04-01,접착,P1052A-04.75-1.25010,10
2026-04-01,하이드,P5405A-05.25-0.75180,1767
2026-04-01,접착,P5405A-05.75-0.75180,1860
2026-04-01,접착,P5405A-05.25-0.75180,1050
2026-04-01,누수,P5405A-05.25-0.75180,1050
2026-04-01,하이드,P5405A-07.50-2.25010,1693
2026-04-01,분리,Q5419-03.50+1.50,457
2026-04-01,분리,Q5419+01.50+1.50,507
2026-04-01,분리,Q5419+01.75+2.00,567
2026-04-01,접착,P1052A-01.50-1.75010,10
2026-04-01,하이드,P5405A-05.25-1.75180,1142
2026-04-01,접착,P5405A-05.25-1.75090,250
2026-04-01,접착,P1052A-01.00-2.25180,10
2026-04-01,분리,Q5419+01.50+2.00,408
2026-04-01,접착,P5405A-00.75-0.75180,2085
2026-04-01,하이드,P5405A-06.00-1.25150,570
2026-04-01,분리,Q5405-01.25-1.25180,379
2026-04-01,분리,Q5419-03.25+2.00,528
2026-04-01,분리,Q5419-04.50+1.50,503
2026-04-01,누수,P5419A-01.75+2.50,905
2026-04-01,접착,P5419A-01.75+2.50,905
2026-04-01,접착,P5419A-01.25+2.50,545
2026-04-01,누수,P5419A-01.25+2.50,545
2026-04-01,접착,P5405A-00.50-0.75180,2360
2026-04-01,누수,P5419A+01.25+1.00,1090
2026-04-01,하이드,P5419A+06.00+1.50,855
2026-04-01,접착,P5419A-08.00+2.50,925
2026-04-01,누수,P5419A-08.00+2.50,925
2026-04-01,접착,P5419A-07.00+2.50,920
2026-04-01,누수,P5419A-07.00+2.50,915
2026-04-01,접착,P5419A-08.50+2.50,565
2026-04-01,누수,P5419A-05.75+1.00,1095
2026-04-01,접착,P5405A-05.75-1.25180,1325
2026-04-01,하이드,P5405A-05.75-1.25180,1329
2026-04-01,누수,P5419A+03.25+1.00,1130
2026-04-01,누수,P5405A-03.50-1.25150,1215
2026-04-01,접착,P5405A-03.50-1.25150,1215
2026-04-01,접착,P5419A+01.50+2.50,1600
2026-04-01,누수,P5419A+01.50+2.50,1590
2026-04-01,하이드,P5419A-09.50+2.00,1021
2026-04-01,접착,P1052A-05.00-1.25010,10
2026-04-01,분리,Q5419+02.75+2.00,532
2026-04-01,분리,Q5405-01.00-0.75170,363
2026-04-01,누수,P5419A-07.50+1.00,780
2026-04-01,누수,P5419A+00.50+1.00,915
2026-04-01,누수,P5419A-00.75+1.50,1260
2026-04-01,접착,P5419A-00.75+1.50,1260
2026-04-01,누수,P5419A+05.00+1.50,1085
2026-04-01,접착,P5419A+05.25+1.50,1080
2026-04-01,누수,P5419A-06.00+2.50,1455
2026-04-01,누수,P5405A-04.00-0.75020,415
2026-04-01,접착,P5405A-04.00-0.75020,415
2026-04-01,누수,P5423A-09.50,2380
2026-04-01,누수,P5419A-02.25+1.50,1170
2026-04-01,접착,P5419A-02.25+1.50,1180
2026-04-01,하이드,P5419A-12.00+1.50,1464
2026-04-01,접착,P5405A-04.50-1.25010,1575
2026-04-01,접착,P5423A-10.00,1200
2026-04-01,분리,Q5419-05.00+1.00,571
2026-04-01,분리,Q5419+02.25+2.00,450
2026-04-01,누수,P5419A-08.50+1.00,1220
2026-04-01,접착,P5419A-09.00+1.00,880
2026-04-01,누수,P5419A-11.00+2.50,1215
2026-04-01,하이드,P5405A-07.50-0.75010,1541
2026-04-01,접착,P5419A+05.00+2.50,1275
2026-04-01,누수,P5419A+05.00+2.50,1245
2026-04-01,누수,P5419A+04.75+2.00,1115
2026-04-01,접착,P5419A+00.75+1.50,1125
2026-04-01,누수,P5419A+00.75+1.50,1090
2026-04-01,누수,P5419A-09.00+2.00,1030
2026-04-01,누수,P5419A-09.50+2.00,1205
2026-04-01,접착,P1026A-06.50,10
2026-04-01,접착,P5419A-08.50+2.50,885
2026-04-01,누수,P5419A-08.50+2.50,870
2026-04-01,누수,P5419A+02.75+1.00,840
2026-04-01,접착,P5419A+02.75+1.00,840
2026-04-01,접착,P5419A+01.25+2.50,1390
2026-04-01,누수,P5419A+01.25+2.50,1390
2026-04-01,접착,P5419A+04.75+1.50,1255
2026-04-01,접착,P5419A-09.50+1.50,1280
2026-04-01,접착,P5419A-07.50+1.00,915
2026-04-01,누수,P5419A-07.50+1.00,900
2026-04-01,하이드,P5405A-07.50-0.75010,1282
2026-04-01,접착,P5405A-02.50-1.25090,645
2026-04-01,누수,P5419A-07.00+2.50,1480
2026-04-01,누수,P5416A-06.00+2.50,1935
2026-04-01,누수,P5416A-08.50+1.50,2110
2026-04-01,접착,P5419A-07.50+1.00,820
2026-04-01,누수,P5419A+05.25+2.50,760
2026-04-01,접착,P5419A-08.00+1.00,1275
2026-04-01,누수,P5419A-08.00+1.00,1270
2026-04-01,접착,P5419A-07.00+1.00,875
2026-04-01,하이드,P5419A-12.00+1.00,0
2026-04-01,하이드,P5419A-10.00+1.50,982
2026-04-01,하이드,P5419A+06.00+2.00,1316
2026-04-01,접착,P5419A+06.00+1.50,1440
2026-04-01,접착,P5419A+05.00+2.50,1140
2026-04-01,누수,P5419A+05.00+2.50,1120
2026-04-01,접착,P5419A+05.25+2.50,1195
2026-04-01,누수,P5419A+05.25+2.50,1195
2026-04-01,하이드,P5419A+05.25+2.50,1213
2026-04-01,접착,P1026A-03.25,9
2026-04-01,접착,P5419A+01.25+1.00,570
2026-04-01,접착,P5419A-08.00+1.00,825
2026-04-01,누수,P5419A-08.00+1.00,825
2026-04-01,접착,P5405A-04.50-1.25150,1345
2026-04-01,누수,P5405A-04.50-1.25150,1345
2026-04-01,접착,P5419A-00.75+1.50,1220
2026-04-01,접착,P1026A-02.00,30
2026-04-01,접착,P1026A-02.75,10
2026-04-01,접착,P1026A+06.50,0
2026-04-01,누수,P5424A-03.50,1610
2026-04-01,누수,P3406A-08.50ASB,1190
2026-04-01,누수,P5413A-04.75,1715
2026-04-01,접착,P5413A-04.75,1955
2026-04-01,누수,P5413A-04.75,1950
2026-04-01,누수,P5413A-03.75,1810
2026-04-01,누수,P5413A-02.75,1640
2026-04-01,접착,P1026A-03.50,1080
2026-04-01,누수,P1026A-03.50,1080
2026-04-01,접착,P1026A-03.75,1195
2026-04-01,누수,P5416A-09.00+1.50,2005
2026-04-01,누수,P0510A-04.75,2400
2026-04-01,접착,P1025A+01.50+1.00,10
2026-04-01,접착,P1025A+01.25+1.00,10
2026-04-01,접착,P1026A-02.50,20
2026-04-01,접착,P1026A+04.50,1705
2026-04-01,누수,P1026A+04.50,1705
2026-04-01,누수,P1026A+04.50,1540
2026-04-01,접착,P1026A+04.50,1550
2026-04-01,접착,P5424A-04.50,1580
2026-04-01,누수,P5424A-04.50,1575
2026-04-01,누수,P1025A-02.50+1.00,1400
2026-04-01,접착,P1026A-03.50,1230
2026-04-01,누수,P5424A-03.75,1555
2026-04-01,누수,P1026A+04.50,1725
2026-04-01,접착,P1026A+04.50,1735
2026-04-01,접착,P1026A-02.00,2324
2026-04-01,누수,P5424A-04.50,1670
2026-04-01,접착,P1026A-02.50,1650
2026-04-01,누수,P1026A-02.50,1650
2026-04-01,누수,P5170A-01.25,1670
2026-04-01,접착,P1026A-02.75,1035
2026-04-01,접착,P1026A-04.00,965
2026-04-01,접착,P1026A+05.00,1585
2026-04-01,누수,P1026A+05.00,1585
2026-04-01,접착,P5424A-01.75,1630
2026-04-01,누수,P5424A-01.75,1630
2026-04-01,접착,P5424A-09.50,1280
2026-04-01,누수,P5424A-09.50,1275
2026-04-01,접착,P1026A-04.00,1090
2026-04-01,누수,P5416A-02.50+1.00,1650
2026-04-01,접착,P1026A-04.75,1415
2026-04-01,누수,P1026A-04.75,1410
2026-04-01,누수,P5416A-04.75+2.50,1675
2026-04-01,접착,P5416A-04.75+2.50,1680
2026-04-01,접착,P5413A-02.25,1705
2026-04-01,누수,P5413A-02.25,1705
2026-04-01,누수,P5413A-02.75,1970
2026-04-01,접착,P1026A-03.50,950
2026-04-01,하이드,P1025A-09.00+1.50,2024
2026-04-01,접착,P5170A-03.00,2075
2026-04-01,누수,P5413A-04.00,2140
2026-04-01,누수,P5170A-03.00,2140
2026-04-01,접착,P3405A-00.00SPC,1405
2026-04-01,누수,P3405A-00.00SPC,1340
2026-04-01,누수,P3408A-00.00BRW,1140
2026-04-01,접착,P3408A-00.00BRW,1140
2026-04-01,누수,P5424A-02.75,2375
2026-04-01,누수,P5413A-03.75,1960
2026-04-01,누수,P3405A-00.00SPC,440
2026-04-01,누수,P1026A-02.75,2520
2026-04-01,접착,P1026A-04.75,2610
2026-04-01,누수,P1026A-04.75,2595
2026-04-01,누수,P1026A-03.75,2380
2026-04-01,접착,P1026A-04.00,1700
2026-04-01,누수,P1026A-04.00,1700
2026-04-01,접착,P3408A-00.00BRW,1615
2026-04-01,누수,P3405A-00.00SPC,1080
2026-04-01,접착,P3405A-00.00SPC,1105
2026-04-01,접착,P3405A-00.00SPC,1005
