생산일자,공정,품목코드,생산수량
2026-03-01,접착,P0174A-03.75DBK3,1615
2026-03-01,접착,P0174A-03.00DBK3,1170
2026-03-01,분리,Q1026-00.75,2438
2026-03-01,분리,Q1026-00.75,2446
2026-03-01,분리,Q1026-01.75,1442
2026-03-01,분리,Q1026-01.75,2453
2026-03-01,분리,Q1026-02.75,1662
2026-03-01,접착,P1026A-00.75,2385
2026-03-01,누수,P1026A-03.00,2450
2026-03-01,접착,P1026A-03.00,2425
2026-03-01,누수,P1026A-03.00,2420
2026-03-01,접착,P1026A+01.50,2255
2026-03-01,접착,P1026A-01.75,2345
2026-03-01,누수,P0174A-03.75DBK3,1780
2026-03-01,누수,P0174A-03.00DBK3,1685
2026-03-01,누수,P0174A-03.00DBK3,1805
2026-03-01,누수,P0174A-03.00DBK3,1750
2026-03-01,누수,P1026A-00.75,2385
2026-03-01,누수,P1026A-00.75,2375
2026-03-01,누수,P5170A-01.50,1920
2026-03-01,누수,P1026A-01.75,2355
2026-03-01,누수,P1026A-01.75,2360
2026-03-01,접착,P1026A-00.75,2405
2026-03-01,누수,P1026A-00.75,2380
2026-03-01,접착,P0174A-07.50DBK3,1515
2026-03-01,접착,P0174A-03.75DBK3,1780
2026-03-01,분리,Q1026-02.75,2352
2026-03-01,접착,P3408A-02.75BRW,1325
2026-03-01,접착,P3408A-07.00BRW,1130
2026-03-01,분리,Q1026-00.75,2440
2026-03-01,분리,Q1026-01.75,2413
2026-03-01,접착,P3405A-03.00SPC,1300
2026-03-01,접착,P0174A-03.25DBK3,1555
2026-03-01,접착,P0174A-05.50DBK3,1330
2026-03-01,접착,P3408A-06.50BRW,1320
2026-03-01,분리,Q1026-00.75,2445
2026-03-01,분리,Q1026-02.75,2388
2026-03-01,분리,Q1026-01.75,2450
2026-03-01,접착,P3408A-04.75BRW,1640
2026-03-01,접착,P5294A-00.00IGM,1545
2026-03-01,누수,P1026A-01.75,2340
2026-03-01,누수,P1026A-01.75,2310
2026-03-01,누수,P1026A-01.75,2390
2026-03-01,누수,P1026A-03.00,2430
2026-03-01,누수,P5170A-01.25,2130
2026-03-01,접착,P1026A-00.75,2415
2026-03-01,누수,P0174A-03.25DBK3,1490
2026-03-01,누수,P1026A-03.00,2415
2026-03-01,누수,P0174A-03.75DBK3,1615
2026-03-01,누수,P5170A-01.00,2095
2026-03-01,접착,P1026A-00.75,2395
2026-03-01,누수,P1026A-03.00,2440
2026-03-01,누수,P1026A-00.75,2310
2026-03-01,누수,P3408A-06.50BRW,1675
2026-03-01,접착,P0174A-03.25DBK3,1270
2026-03-01,접착,P3408A-07.00BRW,1160
2026-03-01,접착,P3408A-06.00BRW,1345
2026-03-01,접착,P3408A-02.25BRW,1295
2026-03-01,분리,Q1026-01.00,2183
2026-03-01,분리,Q1026-01.75,2450
2026-03-01,누수,P0174A-03.75DBK3,1645
2026-03-01,누수,P0174A-03.00DBK3,1770
2026-03-01,누수,P1026A-01.75,2345
2026-03-01,누수,P0174A-03.25DBK3,1545
2026-03-01,누수,P0174A-03.75DBK3,1650
2026-03-01,누수,P0174A-03.00DBK3,1770
2026-03-01,누수,P5170A-01.00,1665
2026-03-01,누수,P5170A-01.25,2145
2026-03-01,누수,P1026A-01.75,2365
2026-03-01,누수,P0174A-03.75DBK3,1470
2026-03-01,누수,P0174A-07.50DBK3,1510
2026-03-01,누수,P1026A-03.00,2410
2026-03-01,누수,P1026A+01.50,2255
2026-03-01,누수,P1026A-03.00,2325
2026-03-01,누수,P0174A-03.00DBK3,1165
2026-03-01,누수,P1026A-00.75,2410
2026-03-01,누수,P3408A-07.00BRW,1395
2026-03-01,누수,P0174A-03.25DBK3,700
2026-03-01,접착,P3408A-07.00BRW,1400
2026-03-01,분리,Q1026+07.00,1874
2026-03-01,분리,Q1026-01.75,2445
2026-03-01,접착,P5294A-00.00IGM,1800
2026-03-01,접착,P1026A-01.75,2370
2026-03-01,접착,P3408A-06.50BRW,1685
2026-03-01,분리,Q1026+07.50,1916
2026-03-01,분리,Q1026-00.75,2425
2026-03-01,분리,Q1026-01.75,2450
2026-03-01,누수,P0174A-03.25DBK3,1250
2026-03-01,누수,P0174A-04.00DBK3,1475
2026-03-01,누수,P5294A-00.00IGM,1960
2026-03-01,누수,P5170A-01.50,2185
2026-03-01,누수,P5170A-01.00,1760
2026-03-01,누수,P0174A-05.50DBK3,1325
2026-03-01,누수,P3408A-06.50BRW,1320
2026-03-01,접착,P0174A-04.00DBK3,1480
2026-03-01,분리,Q1026-00.75,2437
2026-03-01,접착,P5294A-00.00IGM,1965
2026-03-01,접착,P3405A-03.25SPC,1315
2026-03-01,누수,P3408A-07.00BRW,1160
2026-03-01,누수,P3408A-06.00BRW,1345
2026-03-01,누수,P3408A-02.25BRW,1295
2026-03-01,누수,P5170A-01.50,1975
2026-03-01,접착,P5294A-02.25IGM,1920
2026-03-01,접착,P1026A-00.75,2355
2026-03-01,하이드,P5022A-09.00-1.75180,563
2026-03-01,하이드,P1026A-02.75,2600
2026-03-01,하이드,P1026A-02.75,2559
2026-03-01,하이드,P1026A-03.00,2465
2026-03-01,하이드,P1026A-01.00,1965
2026-03-01,분리,Q1025+03.00+1.00,1478
2026-03-01,분리,Q1026-00.75,2399
2026-03-01,접착,P3408A-04.50BRW,1500
2026-03-01,누수,P5170A-01.50,2190
2026-03-01,하이드,P5022A-02.75-1.75180,553
2026-03-01,하이드,P5022A-02.75-1.25180,607
2026-03-01,하이드,P5022A-08.50-1.75180,382
2026-03-01,하이드,P1026A-02.00,2843
2026-03-01,하이드,P1026A-01.00,2182
2026-03-01,하이드,P5022A-03.00-1.75180,459
2026-03-01,하이드,P5022A-02.75-1.25180,341
2026-03-01,하이드,P5022A-03.00-1.75180,448
2026-03-01,하이드,P1026A-01.00,2132
2026-03-01,하이드,P0174A-04.00DBK3,1440
2026-03-01,하이드,P0174A-03.00DBK3,1496
2026-03-01,누수,P5170A-01.75,2115
2026-03-01,누수,P0174A-03.25DBK3,1270
2026-03-01,접착,P1026A-01.00,2650
2026-03-01,접착,P1026A-01.00,2420
2026-03-01,하이드,P5022A-09.00-1.75180,571
2026-03-01,하이드,P5022A-09.00-1.75180,198
2026-03-01,하이드,P1026A-01.00,2682
2026-03-01,하이드,P1026A-01.00,2484
2026-03-01,하이드,P1026A-01.00,2544
2026-03-01,하이드,P1026A-03.00,2459
2026-03-01,하이드,P0174A-03.75DBK3,1459
2026-03-01,하이드,P0174A-03.25DBK3,1305
2026-03-01,하이드,P3408A-00.00BRW,869
2026-03-01,하이드,P1026A-01.75,2462
2026-03-01,접착,P5294A-10.00IGM,1695
2026-03-01,하이드,P5317A-00.00CED,729
2026-03-01,분리,Q1026-02.75,1961
2026-03-01,분리,Q1026-02.75,2163
2026-03-01,분리,Q1026-01.00,1962
2026-03-01,접착,P3408A-02.25BRW,1540
2026-03-01,하이드,P5022A-09.00-1.75180,432
2026-03-01,하이드,P5022A-08.50-1.25180,486
2026-03-01,하이드,P5022A-08.50-1.75180,597
2026-03-01,하이드,P1026A-02.75,1884
2026-03-01,하이드,P1026A-01.75,2432
2026-03-01,접착,P1026A-01.00,2775
2026-03-01,누수,P3408A-02.75BRW,1320
2026-03-01,하이드,P1026A-00.75,2450
2026-03-01,접착,P3405A-03.75SPC,1290
2026-03-01,누수,P1026A-00.75,2380
2026-03-01,하이드,P3406A-10.00ASB,1801
2026-03-01,하이드,P1026A-00.75,2453
2026-03-01,하이드,P3408A-06.50BRW,1449
2026-03-01,접착,P5294A-02.50IGM,705
2026-03-01,하이드,P5316A-02.00PIE,2149
2026-03-01,접착,P3408A-06.00BRW,1635
2026-03-01,접착,P3408A-02.25BRW,1380
2026-03-01,하이드,P5316A-01.75PIE,2264
2026-03-01,하이드,P5316A-01.75PIE,2097
2026-03-01,하이드,P5316A-02.50PIE,2133
2026-03-01,하이드,P0588A-02.25,1765
2026-03-01,하이드,P5170A-01.75,2277
2026-03-01,누수,P1026A-03.00,2435
2026-03-01,누수,P1026A-00.75,2360
2026-03-01,누수,P1026A-03.00,2375
2026-03-01,하이드,P5022A-03.00-1.25180,623
2026-03-01,하이드,P3406A-09.50ASB,2033
2026-03-01,누수,P1026A-01.75,2370
2026-03-01,누수,P3405A-03.75SPC,1280
2026-03-01,하이드,P5022A-03.00-1.75180,593
2026-03-01,하이드,P1026A-01.75,2421
2026-03-01,하이드,P1026A-02.75,2659
2026-03-01,누수,P1026A-01.75,2345
2026-03-01,누수,P1026A-00.75,2425
2026-03-01,누수,P1026A-00.75,2405
2026-03-01,누수,P1026A+02.50,2215
2026-03-01,누수,P3408A-04.25BRW,1425
2026-03-01,하이드,P5022A-09.00-1.25180,289
2026-03-01,하이드,P1026A-02.00,2562
2026-03-01,하이드,P1026A-00.75,2420
2026-03-01,누수,P5294A-00.00IGM,1545
2026-03-01,누수,P1026A-01.00,2775
2026-03-01,누수,P3405A-03.00SPC,1295
2026-03-01,하이드,P0174A-03.75DBK3,1516
2026-03-01,하이드,P0174A-03.75DBK3,1649
2026-03-01,하이드,P1026A-01.75,2451
2026-03-01,하이드,P1026A-03.00,2454
2026-03-01,누수,P1026A-01.75,2385
2026-03-01,누수,P1026A-00.75,2355
2026-03-01,누수,P5294A-02.25IGM,1920
2026-03-01,누수,P5294A-00.00IGM,1800
2026-03-01,하이드,P3406A-09.50ASB,2100
2026-03-01,하이드,P3406A-09.50ASB,1970
2026-03-01,하이드,P0174A-04.00DBK3,1711
2026-03-01,하이드,P1026A-01.00,2076
2026-03-01,하이드,P1026A-03.00,2484
2026-03-01,분리,Q1025+02.25+1.00,1313
2026-03-01,분리,Q1025+03.00+1.00,1703
2026-03-01,분리,Q1026-02.75,2765
2026-03-01,분리,Q1026-01.00,1957
2026-03-01,분리,Q1026-02.00,2369
2026-03-01,분리,Q1026-02.00,2794
2026-03-01,분리,Q1026-01.75,2460
2026-03-01,하이드,P5316A-00.00PIE,1049
2026-03-01,접착,P1026A-01.00,2495
2026-03-01,누수,P5294A-02.50IGM,705
2026-03-01,누수,P3405A-03.25SPC,1310
2026-03-01,누수,P1026A-02.00,2795
2026-03-01,하이드,P1026A-01.75,1838
2026-03-01,하이드,P1026A-01.75,2431
2026-03-01,누수,P5294A-10.00IGM,1695
2026-03-01,누수,P3408A-04.75BRW,1640
2026-03-01,누수,P1026A-02.75,2490
2026-03-01,누수,P1026A-02.75,2565
2026-03-01,누수,P3408A-06.00BRW,1635
2026-03-01,누수,P1026A-01.00,2650
2026-03-01,누수,P1026A-01.00,2485
2026-03-01,누수,P1026A-01.00,2420
2026-03-01,누수,P3408A-02.25BRW,1380
2026-03-01,누수,P3408A-02.50BRW,1595
2026-03-01,누수,P1026A-01.75,2365
2026-03-01,누수,P1026A-00.75,2410
2026-03-01,누수,P1026A-01.75,2345
2026-03-01,하이드,P1026A-00.75,2367
2026-03-01,하이드,P1026A-00.75,2436
2026-03-01,하이드,P1026A-03.00,2470
2026-03-01,하이드,P1026A-02.75,2463
2026-03-01,하이드,P0174A-03.00DBK3,1780
2026-03-01,하이드,P0174A-03.75DBK3,1735
2026-03-01,하이드,P3408A-03.75BRW,1607
2026-03-01,하이드,P1026A-03.00,2481
2026-03-01,하이드,P1026A-03.00,1968
2026-03-01,하이드,P1026A-02.00,2234
2026-03-01,하이드,P0174A-03.00DBK3,1711
2026-03-01,하이드,P0174A-03.25DBK3,1882
2026-03-01,하이드,P0174A-03.25DBK3,1070
2026-03-01,하이드,P3408A-00.00BRW,1131
2026-03-01,하이드,P1026A-03.00,2462
2026-03-01,하이드,P1026A-03.00,2480
2026-03-01,하이드,P1026A-00.75,2431
2026-03-01,하이드,P0174A-07.50DBK3,1550
2026-03-01,하이드,P0174A-03.25DBK3,1191
2026-03-01,하이드,P0174A-03.25DBK3,1782
2026-03-01,하이드,P3408A-04.00BRW,1206
2026-03-01,하이드,P1026A-00.75,2407
2026-03-01,하이드,P1026A-00.75,2430
2026-03-01,하이드,P1026A-03.00,2482
2026-03-01,누수,P3408A-07.00BRW,1130
2026-03-01,누수,P3408A-04.50BRW,1500
2026-03-01,하이드,P1026A-00.75,1120
2026-03-01,하이드,P1026A-00.75,2459
2026-03-01,누수,P1026A-01.00,2830
2026-03-01,누수,P1026A-03.00,2390
2026-03-01,접착,P5294A-00.00IGM,2195
2026-03-01,하이드,P5316A-00.00PIE,149
2026-03-01,접착,P3408A-04.25BRW,1425
2026-03-01,분리,Q1026-01.75,2466
2026-03-01,분리,Q1026-01.75,2465
2026-03-01,하이드,P5170A-01.75,1909
2026-03-01,하이드,P5316A-04.00PIE,716
2026-03-01,누수,P5294A-00.00IGM,2190
2026-03-01,누수,P3408A-02.25BRW,1540
2026-03-01,접착,P5294A-02.00IGM,1690
2026-03-01,하이드,P5316A-02.75PIE,2246
2026-03-01,접착,P1026A-03.00,2370
2026-03-01,접착,P1026A-02.75,2595
2026-03-01,누수,P3405A-03.25SPC,1415
2026-03-01,분리,Q1026-00.75,2489
2026-03-01,분리,Q1026-00.75,2457
2026-03-01,분리,Q1026-00.75,2437
2026-03-01,분리,Q1026-01.75,2124
2026-03-01,분리,Q1026-01.00,2128
2026-03-01,분리,Q1026-00.75,2430
2026-03-01,분리,Q1026-01.00,2199
2026-03-01,하이드,P5316A-02.50PIE,1700
2026-03-01,하이드,P0588A-02.00,1701
2026-03-01,하이드,P5316A-05.00PIE,956
2026-03-01,누수,P1026A-03.00,2355
2026-03-01,누수,P5294A-00.00IGM,2055
2026-03-01,누수,P5294A-10.00IGM,1885
2026-03-01,분리,Q1026-02.75,2477
2026-03-01,접착,P5294A-10.00IGM,1885
2026-03-01,접착,P5294A-00.00IGM,2055
2026-03-01,누수,P1026A-01.75,2575
2026-03-01,접착,P1026A-03.00,2380
2026-03-01,분리,Q1026-01.75,2451
2026-03-01,분리,Q1026-01.75,1148
2026-03-01,분리,Q1026-01.75,1432
2026-03-01,접착,P5294A-00.00IGM,0
2026-03-01,분리,Q0174-03.75DBK3,1599
2026-03-01,분리,Q1026-03.00,2489
2026-03-01,분리,Q1026-03.00,1972
2026-03-01,분리,Q0174-03.00DBK3,1452
2026-03-01,분리,Q3406-02.75ASB,1585
2026-03-01,분리,Q1026-03.00,2240
2026-03-01,하이드,P5316A-01.25PIE,1489
2026-03-01,하이드,P5316A-02.75PIE,440
2026-03-01,분리,Q1026-02.75,2507
2026-03-01,접착,P3405A-03.25SPC,1385
2026-03-01,하이드,P5316A-00.50PIE,2202
2026-03-01,분리,Q1026-03.00,2483
2026-03-01,접착,P1026A-00.75,2420
2026-03-01,분리,Q3400-05.50BRW,463
2026-03-01,분리,Q3405-01.75SPC,1123
2026-03-01,분리,Q5420-01.75,1908
2026-03-01,접착,P1026A-01.75,2365
2026-03-01,접착,P5170A-01.50,2200
2026-03-01,접착,P1026A-01.75,2345
2026-03-01,하이드,P5416A+03.00+1.00,1473
2026-03-01,하이드,P1026A-03.00,2477
2026-03-01,하이드,P1026A-03.00,2468
2026-03-01,하이드,P1026A-00.75,2409
2026-03-01,하이드,P3406A-10.00ASB,1132
2026-03-01,하이드,P3408A-01.75BRW,1528
2026-03-01,하이드,P3408A-04.00BRW,1551
2026-03-01,하이드,P1026A-01.75,2432
2026-03-01,하이드,P0174A-03.00DBK3,945
2026-03-01,하이드,P3408A-06.00BRW,1629
2026-03-01,분리,Q3408-00.00BRW,1284
2026-03-01,분리,Q3408-01.50BRW,1732
2026-03-01,분리,Q5420-02.50,1913
2026-03-01,접착,P5170A-01.50,1920
2026-03-01,접착,P5170A-01.50,2185
2026-03-01,접착,P1026A-02.00,2795
2026-03-01,하이드,P5316A-02.00PIE,1353
2026-03-01,분리,Q1026-02.75,2671
2026-03-01,분리,Q3408-00.00BRW,1207
2026-03-01,분리,Q5420-02.75,1959
2026-03-01,접착,P5170A-01.00,1760
2026-03-01,접착,P1026A-03.00,2440
2026-03-01,분리,Q3405-03.75SPC,669
2026-03-01,접착,P1026A-01.75,2385
2026-03-01,접착,P1026A-03.00,2410
2026-03-01,접착,P3408A-02.50BRW,1600
2026-03-01,하이드,P1026A-00.75,2391
2026-03-01,하이드,P1026A-02.00,2837
2026-03-01,하이드,P0174A-03.00DBK3,1877
2026-03-01,접착,P3408A-03.50BRW,1595
2026-03-01,분리,Q1026-01.75,1905
2026-03-01,접착,P5294A-02.50IGM,1445
2026-03-01,분리,Q1026-03.00,2490
2026-03-01,분리,Q1026-03.00,2494
2026-03-01,접착,P1026A-02.75,2565
2026-03-01,분리,Q1026-03.00,2496
2026-03-01,분리,Q1026-03.00,2494
2026-03-01,접착,P3405A-01.00SPC,1715
2026-03-01,접착,P3405A-01.00SPC,1680
2026-03-01,접착,P3408A-02.25BRW,1380
2026-03-01,하이드,P3406A-01.25ASB,1700
2026-03-01,하이드,P3406A-03.25ASB,1034
2026-03-01,하이드,P3406A-01.00ASB,1898
2026-03-01,분리,Q1025+05.00+1.50,1225
2026-03-01,접착,P1026A-02.75,2515
2026-03-01,접착,P3405A-03.25SPC,1415
2026-03-01,접착,P1026A-03.00,2325
2026-03-01,분리,Q0174-03.75DBK3,1393
2026-03-01,분리,Q0174-03.75DBK3,1378
2026-03-01,접착,P1026A+02.50,2215
2026-03-01,접착,P1026A-00.75,2425
2026-03-01,분리,Q1026-03.00,2500
2026-03-01,접착,P1026A-01.75,2315
2026-03-01,분리,Q0174-03.00DBK3,1223
2026-03-01,분리,Q1026-03.00,2489
2026-03-01,분리,Q1026-03.00,2474
2026-03-01,분리,Q1026-03.00,2492
2026-03-01,접착,P1026A-00.75,2370
2026-03-01,접착,P1026A-03.00,2375
2026-03-01,분리,Q3406-02.50ASB,305
2026-03-01,분리,Q0174-05.00DBK3,1425
2026-03-01,분리,Q1026-03.00,2492
2026-03-01,분리,Q3405-03.75SPC,1082
2026-03-01,분리,Q1026-03.00,2499
2026-03-01,분리,Q1026-03.00,1798
2026-03-01,분리,Q1026-03.00,2491
2026-03-01,분리,Q0174-03.25DBK3,1266
2026-03-01,분리,Q1026-03.00,2500
2026-03-01,분리,Q1026-03.00,2497
2026-03-01,분리,Q1026-03.00,2497
2026-03-01,분리,Q1026-03.00,2499
2026-03-01,분리,Q1026-03.00,2494
2026-03-01,분리,Q3401-03.00GRA,1160
2026-03-01,분리,Q3406-02.75ASB,774
2026-03-01,분리,Q0174-05.00DBK3,1661
2026-03-01,분리,Q3408-01.00BRW,1282
2026-03-01,분리,Q3408-01.00BRW,1636
2026-03-01,분리,Q5420-03.25,1933
2026-03-01,접착,P1026A-03.00,2390
2026-03-01,분리,Q3405-03.00SPC,472
2026-03-01,접착,P1026A-01.00,2830
2026-03-01,분리,Q1026-01.00,2836
2026-03-01,분리,Q1026-03.25,2799
2026-03-01,분리,Q5420-03.00,1840
2026-03-01,분리,Q5420-02.00,1806
2026-03-01,접착,P1026A-01.75,2385
2026-03-01,분리,Q3405-03.00SPC,1020
2026-03-01,분리,Q3405-03.00SPC,692
2026-03-01,분리,Q1026-02.75,2936
2026-03-01,접착,P1026A-03.00,2415
2026-03-01,분리,Q3405-01.25SPC,1451
2026-03-01,접착,P1026A-01.75,2365
2026-03-01,분리,Q3406-03.75ASB,535
2026-03-01,접착,P1026A-03.00,2355
2026-03-01,분리,Q0174-08.00DBK3,1241
2026-03-01,분리,Q1026-03.00,2487
2026-03-01,접착,P1026A-01.75,2375
2026-03-01,접착,P1026A-01.75,2370
2026-03-01,분리,Q1026-03.00,2491
2026-03-01,분리,Q1026-03.00,2489
2026-03-01,분리,Q1026-03.00,2499
2026-03-01,분리,Q1026-03.00,2500
2026-03-01,접착,P1026A-01.00,2115
2026-03-01,분리,Q1026-01.75,2637
2026-03-01,분리,Q1026-03.00,2499
2026-03-01,접착,P1026A-01.75,2585
2026-03-01,접착,P1026A-02.00,2495
2026-03-01,분리,Q0174-03.00DBK3,1450
2026-03-01,분리,Q3406-03.25ASB,1952
2026-03-01,분리,Q0174-08.00DBK3,1777
2026-03-01,분리,Q0174-05.00DBK3,1378
2026-03-01,분리,Q0174-05.00DBK3,1759
2026-03-01,분리,Q3405-03.25SPC,390
2026-03-01,분리,Q1026-02.75,2950
2026-03-01,분리,Q0174-03.00DBK3,1834
2026-03-01,분리,Q3405-03.25SPC,1695
2026-03-01,접착,P5170A-01.75,2120
2026-03-01,접착,P5170A-01.50,2000
2026-03-01,접착,P1026A-01.75,2385
2026-03-01,분리,Q0174-08.00DBK3,1259
2026-03-01,분리,Q3406-09.50ASB,1274
2026-03-01,분리,Q1026+06.50,1933
2026-03-01,분리,Q0174-08.00DBK3,1463
2026-03-01,분리,Q1026-01.75,2978
2026-03-01,분리,Q1026-02.00,2721
2026-03-01,분리,Q1026-01.00,2195
2026-03-01,분리,Q0174-03.25DBK3,1885
2026-03-01,분리,Q0174-03.75DBK3,1476
2026-03-01,분리,Q3405-03.00SPC,680
2026-03-01,분리,Q3405-03.25SPC,444
2026-03-01,분리,Q1026-02.75,3698
2026-03-01,분리,Q1026+07.00,1957
2026-03-01,분리,Q1026+02.75,2280
2026-03-01,분리,Q0174-05.00DBK3,1740
2026-03-01,분리,Q0174-05.00DBK3,1776
2026-03-01,분리,Q1026+07.00,1867
2026-03-01,분리,Q0174-03.75DBK3,1853
2026-03-01,분리,Q3400-05.25BRW,1356
2026-03-01,사출,R3405-01.00SPC,1365
2026-03-01,사출,R3405-03.00SPC,1958
2026-03-01,사출,R3405-03.25SPC,2031
2026-03-01,사출,R1026-01.75,2800
2026-03-01,사출,R1026-01.75,2619
2026-03-01,사출,R1026-02.00,2561
2026-03-01,사출,R3405-01.00SPC,1709
2026-03-01,사출,R1026-01.75,2797
2026-03-01,사출,R1026-03.00,2681
2026-03-01,사출,R3405-03.00SPC,0
2026-03-01,사출,R3405-03.75SPC,0
2026-03-01,사출,R3405-03.25SPC,2022
2026-03-01,사출,R0588-04.50,2070
2026-03-01,사출,R0588-04.50,2069
2026-03-01,사출,R0588-05.00,2071
2026-03-01,사출,R0588-04.25,2070
2026-03-01,사출,R3405-01.00SPC,1422
2026-03-01,사출,R3405-01.25SPC,1436
2026-03-01,사출,R3405-01.25SPC,1295
2026-03-01,사출,R3405-01.75SPC,1434
2026-03-01,사출,R3405-01.00SPC,1644
2026-03-01,사출,R1026-01.75,2797
2026-03-01,사출,R1026-00.75,2747
2026-03-01,사출,R1026-00.75,2711
2026-03-01,사출,R1026-00.75,2689
2026-03-01,사출,R1026-01.00,2533
2026-03-01,사출,R3405-01.00SPC,1207
2026-03-01,사출,R1026-03.00,2493
2026-03-01,사출,R3405-01.00SPC,1637
2026-03-01,사출,R1025+04.50+1.50,1994
2026-03-01,사출,R1025+04.75+1.50,1832
2026-03-01,사출,R1025+01.50+1.50,2064
2026-03-01,사출,R1026-03.25,3563
2026-03-01,사출,R1026-01.75,2754
2026-03-01,사출,R1026-00.75,2647
2026-03-01,사출,R3405-01.00SPC,1483
2026-03-01,사출,R3405-01.00SPC,0
2026-03-01,사출,R3405-01.00SPC,1524
2026-03-01,사출,R3405-01.25SPC,1421
2026-03-01,사출,R3405-03.25SPC,2030
2026-03-01,사출,R3405-03.25SPC,1259
2026-03-01,사출,R3405-01.75SPC,1330
2026-03-01,사출,R3405-01.75SPC,1441
2026-03-01,사출,R1026-03.00,2681
2026-03-01,사출,R1026-03.00,2753
2026-03-01,사출,R1026-03.00,2750
2026-03-01,사출,R1026-03.00,2750
2026-03-01,사출,R3405-01.25SPC,1604
2026-03-01,사출,R3405-01.00SPC,1151
2026-03-01,사출,R3405-01.00SPC,1598
2026-03-01,사출,R3405-03.75SPC,0
2026-03-01,사출,R3405-01.00SPC,1209
2026-03-01,사출,R3405-01.25SPC,1510
2026-03-01,사출,R1026-03.00,2679
2026-03-01,사출,R1026-03.00,2683
2026-03-01,사출,R1026-03.00,2749
2026-03-01,사출,R1026-03.00,2747
2026-03-01,사출,R3408-00.00BRW,1637
2026-03-01,사출,R3408-01.25BRW,1906
2026-03-01,사출,R3408-01.25BRW,1013
2026-03-01,사출,R3408-03.25BRW,1976
2026-03-01,사출,R1026-01.75,2797
2026-03-01,사출,R3408-01.50BRW,1701
2026-03-01,사출,R3408-00.50BRW,1681
2026-03-01,사출,R3408-00.75BRW,1991
2026-03-01,사출,R3408-02.25BRW,2016
2026-03-01,사출,R1026-00.75,2681
2026-03-01,사출,R1026-03.00,2753
2026-03-01,사출,R3408-01.50BRW,1548
2026-03-01,사출,R3408-00.75BRW,1886
2026-03-01,사출,R3408-02.25BRW,0
2026-03-01,사출,R1026-01.75,2750
2026-03-01,사출,R1026-01.75,2749
2026-03-01,사출,R0174-05.00DBK3,2026
2026-03-01,사출,R0174-05.00DBK3,2047
2026-03-01,사출,R1025+01.25+1.50,2045
2026-03-01,사출,R1026-01.75,2744
2026-03-01,사출,R0174-05.00DBK3,1789
2026-03-01,사출,R1025+01.50+1.50,2071
2026-03-01,사출,R1026-01.75,2735
2026-03-01,사출,R1026-01.75,1632
2026-03-01,사출,R1026-01.75,1716
2026-03-01,사출,R3405-01.75SPC,1252
2026-03-01,사출,R3408-01.25BRW,1715
2026-03-01,사출,R0174-05.00DBK3,2057
2026-03-01,사출,R0174-05.00DBK3,2067
2026-03-01,사출,R1025+05.25+1.50,1924
2026-03-01,사출,R0174-05.00DBK3,1906
2026-03-01,사출,R1026-02.00,3199
2026-03-01,사출,R3408-01.00BRW,1935
2026-03-01,사출,R3408-03.00BRW,1922
2026-03-01,사출,R3408-01.00BRW,1389
2026-03-01,사출,R3408-01.25BRW,1680
2026-03-01,사출,R3408-00.50BRW,1716
2026-03-01,사출,R1026-03.00,2740
2026-03-01,사출,R1026-03.00,2752
2026-03-01,사출,R1026-01.75,2790
2026-03-01,사출,R1026-01.00,2762
2026-03-01,사출,R1025+05.00+1.50,1706
2026-03-01,사출,R1026-01.75,3177
2026-03-01,사출,R1026-03.00,2680
2026-03-01,사출,R1026-03.00,2677
2026-03-01,사출,R1026-03.00,2688
2026-03-01,사출,R1026-03.00,2753
2026-03-01,사출,R3408-01.00BRW,1717
2026-03-01,사출,R3408-01.50BRW,1696
2026-03-01,사출,R1026-03.00,2752
2026-03-01,사출,R1026-03.00,2747
2026-03-01,사출,R1026-03.00,2745
2026-03-01,사출,R1026-03.00,2752
2026-03-01,사출,R1026-03.00,2051
2026-03-01,사출,R0174-08.00DBK3,1981
2026-03-01,사출,R0174-08.00DBK3,2054
2026-03-01,사출,R0588-04.00,2070
2026-03-01,사출,R0588-04.75,2072
2026-03-01,사출,R0588-04.75,2071
2026-03-01,사출,R1025+01.75+1.50,1982
2026-03-01,사출,R3401-01.25GRA,1749
2026-03-01,사출,R0588-04.75,2071
2026-03-01,사출,R3401-02.25GRA,0
2026-03-01,사출,R3401-02.75GRA,1902
2026-03-01,사출,R3401-02.25GRA,1157
2026-03-01,사출,R3401-02.75GRA,1817
2026-03-01,사출,R3401-03.00GRA,1348
2026-03-01,사출,R3401-01.25GRA,1865
2026-03-01,사출,R3401-03.00GRA,1885
2026-03-02,접착,P1026A+01.25,0
2026-03-02,접착,P5294A-00.00IGM,1090
2026-03-02,접착,P5294A-00.00IGM,965
2026-03-02,접착,P1026A-00.75,2420
2026-03-02,누수,P1026A-03.00,2400
2026-03-02,누수,P1026A-01.75,2380
2026-03-02,누수,P1026A-02.00,2195
2026-03-02,누수,P5294A-00.00IGM,960
2026-03-02,누수,P1026A-01.75,2375
2026-03-02,누수,P1026A-01.00,2115
2026-03-02,누수,P5294A-00.00IGM,1085
2026-03-02,누수,P1026A-00.75,2415
2026-03-02,접착,P1026A-00.75,2415
2026-03-02,누수,P1026A-03.00,2445
2026-03-02,누수,P1026A-00.75,2385
2026-03-02,누수,P1026A-00.75,2385
2026-03-02,누수,P0174A-03.75DBK3,1615
2026-03-02,누수,P0174A-03.75DBK3,1480
